Id,Name,Description,Category,Density,ECI_A1A3
2274,Concrete-By Cementitious Content with CEM I : 240 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.106263843
2275,Concrete-By Cementitious Content with CEM I : 260 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.114076585
2276,Concrete-By Cementitious Content with CEM I : 280 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.12189961
2277,Concrete-By Cementitious Content with CEM I : 300 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.129732921
2278,Concrete-By Cementitious Content with CEM I : 320 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.137576515
2279,Concrete-By Cementitious Content with CEM I : 340 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.145430394
2280,Concrete-By Cementitious Content with CEM I : 360 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.153201998
2281,Concrete-By Cementitious Content with CEM I : 380 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.160973601
2282,Concrete-By Cementitious Content with CEM I : 400 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.168745205
2283,Concrete-By Cementitious Content with CEM I : 420 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.176516808
2284,Concrete-By Cementitious Content with CEM I : 440 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.184288412
2285,Concrete-By Cementitious Content with CEM I : 460 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.192060015
2286,Concrete-By Cementitious Content with CEM I : 480 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.199831619
2287,Concrete-By Cementitious Content with CEM I : 500 kg CEM I  per m3 concrete,"These mixtures were modelled with  a CEM I content, e.g. 300 kg per m3 equals the total cementitious content, which is from CEM I cement.",Concrete,2400,0.207603222
2288,Concrete-By Cementitious Content with Average UK Cement  : 100 kg  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.048647639
2289,Concrete-By Cementitious Content with Average UK Cement  : 120  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.05571454
2290,Concrete-By Cementitious Content with Average UK Cement  : 140  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.06278144
2291,Concrete-By Cementitious Content with Average UK Cement  : 160  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.069848341
2292,Concrete-By Cementitious Content with Average UK Cement  : 180  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.076915242
2293,Concrete-By Cementitious Content with Average UK Cement  : 200  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.083982143
2294,Concrete-By Cementitious Content with Average UK Cement  : 220  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.091049044
2295,Concrete-By Cementitious Content with Average UK Cement  : 240  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.098115944
2296,Concrete-By Cementitious Content with Average UK Cement  : 260  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.105249694
2297,Concrete-By Cementitious Content with Average UK Cement  : 280  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.112393728
2298,Concrete-By Cementitious Content with Average UK Cement  : 300  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.119548047
2299,Concrete-By Cementitious Content with Average UK Cement  : 320  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.12671265
2300,Concrete-By Cementitious Content with Average UK Cement  : 340  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.133887537
2301,Concrete-By Cementitious Content with Average UK Cement  : 360  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.140980149
2302,Concrete-By Cementitious Content with Average UK Cement  : 380  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.148072761
2303,Concrete-By Cementitious Content with Average UK Cement  : 400  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.155165373
2304,Concrete-By Cementitious Content with Average UK Cement  : 420  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.162257985
2305,Concrete-By Cementitious Content with Average UK Cement  : 440  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.169350597
2306,Concrete-By Cementitious Content with Average UK Cement  : 460  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.176443208
2307,Concrete-By Cementitious Content with Average UK Cement  : 480  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.18353582
2308,Concrete-By Cementitious Content with Average UK Cement  : 500  average UK cement per m3 concrete,"These mixtures were modelled with  the UK average cement blend, e.g. 300 kg per m3 equals the total cementitious content, which is modelled with the data for ""General UK Average"" cement. ",Concrete,2400,0.190628432
2309,Concrete-By Cementitious Content with pfa 0% : 100 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.052042597
2310,Concrete-By Cementitious Content with pfa 0% : 120 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.059788489
2311,Concrete-By Cementitious Content with pfa 0% : 140 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.067534382
2312,Concrete-By Cementitious Content with pfa 0% : 160 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.075280274
2313,Concrete-By Cementitious Content with pfa 0% : 180 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.083026166
2314,Concrete-By Cementitious Content with pfa 0% : 200 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.090772059
2315,Concrete-By Cementitious Content with pfa 0% : 220 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.098517951
2316,Concrete-By Cementitious Content with pfa 0% : 240 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.106263843
2317,Concrete-By Cementitious Content with pfa 0% : 260 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.114076585
2318,Concrete-By Cementitious Content with pfa 0% : 280 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.12189961
2319,Concrete-By Cementitious Content with pfa 0% : 300 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.129732921
2320,Concrete-By Cementitious Content with pfa 0% : 320 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.137576515
2321,Concrete-By Cementitious Content with pfa 0% : 340 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.145430394
2322,Concrete-By Cementitious Content with pfa 0% : 360 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.153201998
2323,Concrete-By Cementitious Content with pfa 0% : 380 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.160973601
2324,Concrete-By Cementitious Content with pfa 0% : 400 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.168745205
2325,Concrete-By Cementitious Content with pfa 0% : 420 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.176516808
2326,Concrete-By Cementitious Content with pfa 0% : 440 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.184288412
2327,Concrete-By Cementitious Content with pfa 0% : 460 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.192060015
2328,Concrete-By Cementitious Content with pfa 0% : 480 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.199831619
2329,Concrete-By Cementitious Content with pfa 0% : 500 total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.207603222
2330,Concrete-By Cementitious Content with pfa 30% : 100 kg kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.040482765
2331,Concrete-By Cementitious Content with pfa 30% : 120 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.045916691
2332,Concrete-By Cementitious Content with pfa 30% : 140 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.051350617
2333,Concrete-By Cementitious Content with pfa 30% : 160 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.056784543
2334,Concrete-By Cementitious Content with pfa 30% : 180 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.062218469
2335,Concrete-By Cementitious Content with pfa 30% : 200 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.067652395
2336,Concrete-By Cementitious Content with pfa 30% : 220 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.073086321
2337,Concrete-By Cementitious Content with pfa 30% : 240 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.078520247
2338,Concrete-By Cementitious Content with pfa 30% : 260 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.084021022
2339,Concrete-By Cementitious Content with pfa 30% : 280 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.089532081
2340,Concrete-By Cementitious Content with pfa 30% : 300 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.095053425
2341,Concrete-By Cementitious Content with pfa 30% : 320 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.100585053
2342,Concrete-By Cementitious Content with pfa 30% : 340 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.106126966
2343,Concrete-By Cementitious Content with pfa 30% : 360 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.111586603
2344,Concrete-By Cementitious Content with pfa 30% : 380 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.11704624
2345,Concrete-By Cementitious Content with pfa 30% : 400 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.122505877
2346,Concrete-By Cementitious Content with pfa 30% : 420 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.127965514
2347,Concrete-By Cementitious Content with pfa 30% : 440 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.133425151
2348,Concrete-By Cementitious Content with pfa 30% : 460 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.138884788
2349,Concrete-By Cementitious Content with pfa 30% : 480 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.144344425
2350,Concrete-By Cementitious Content with pfa 30% : 500 kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.149804062
2351,Concrete-By Cementitious Content with pfa 40% : 100  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.036629488
2352,Concrete-By Cementitious Content with pfa 40% : 120  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.041292758
2353,Concrete-By Cementitious Content with pfa 40% : 140  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.045956029
2354,Concrete-By Cementitious Content with pfa 40% : 160  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.050619299
2355,Concrete-By Cementitious Content with pfa 40% : 180  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.05528257
2356,Concrete-By Cementitious Content with pfa 40% : 200  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.05994584
2357,Concrete-By Cementitious Content with pfa 40% : 220  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.064609111
2358,Concrete-By Cementitious Content with pfa 40% : 240  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.069272381
2359,Concrete-By Cementitious Content with pfa 40% : 260  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.074002501
2360,Concrete-By Cementitious Content with pfa 40% : 280  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.078742905
2361,Concrete-By Cementitious Content with pfa 40% : 300  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.083493593
2362,Concrete-By Cementitious Content with pfa 40% : 320  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.088254566
2363,Concrete-By Cementitious Content with pfa 40% : 340  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.093025823
2364,Concrete-By Cementitious Content with pfa 40% : 360  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.097714804
2365,Concrete-By Cementitious Content with pfa 40% : 380  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.102403786
2366,Concrete-By Cementitious Content with pfa 40% : 400  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.107092768
2367,Concrete-By Cementitious Content with pfa 40% : 420  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.111781749
2368,Concrete-By Cementitious Content with pfa 40% : 440  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.116470731
2369,Concrete-By Cementitious Content with pfa 40% : 460  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.121159713
2370,Concrete-By Cementitious Content with pfa 40% : 480  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.125848694
2371,Concrete-By Cementitious Content with pfa 40% : 500  kg total cementitious content per m3 concrete,"These mixtures were modelled with some pfa as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % pfa replacement rate is applied to this amount.",Concrete,2400,0.130537676
2372,Concrete-By Cementitious Content with ggbs 0% : 100  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.052042597
2373,Concrete-By Cementitious Content with ggbs 0% : 120  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.059788489
2374,Concrete-By Cementitious Content with ggbs 0% : 140  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.067534382
2375,Concrete-By Cementitious Content with ggbs 0% : 160  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.075280274
2376,Concrete-By Cementitious Content with ggbs 0% : 180  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.083026166
2377,Concrete-By Cementitious Content with ggbs 0% : 200  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.090772059
2378,Concrete-By Cementitious Content with ggbs 0% : 220  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.098517951
2379,Concrete-By Cementitious Content with ggbs 0% : 240  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.106263843
2380,Concrete-By Cementitious Content with ggbs 0% : 260  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.114076585
2381,Concrete-By Cementitious Content with ggbs 0% : 280  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.12189961
2382,Concrete-By Cementitious Content with ggbs 0% : 300  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.129732921
2383,Concrete-By Cementitious Content with ggbs 0% : 320  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.137576515
2384,Concrete-By Cementitious Content with ggbs 0% : 340  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.145430394
2385,Concrete-By Cementitious Content with ggbs 0% : 360  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.153201998
2386,Concrete-By Cementitious Content with ggbs 0% : 380  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.160973601
2387,Concrete-By Cementitious Content with ggbs 0% : 400  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.168745205
2388,Concrete-By Cementitious Content with ggbs 0% : 420  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.176516808
2389,Concrete-By Cementitious Content with ggbs 0% : 440  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.184288412
